num_steps,num_blocks,num_threads,thread_steps,result,runtime
1000000,1000000,1,1,6.28318,0.099688
1000000,1000000,1,1,6.28318,0.075492
1000000,1000000,1,1,6.28318,0.073901
1000000,1000000,1,1,6.28318,0.074689
1000000,1000000,1,1,6.28318,0.07496
1000000,1000000,1,1,6.28318,0.085612
1000000,1000000,1,1,6.28318,0.073999
1000000,1000000,1,1,6.28318,0.108334
1000000,1000000,1,1,6.28318,0.072642
1000000,1000000,1,1,6.28318,0.071712
10000000,10000000,1,1,6.28318,0.362737
10000000,10000000,1,1,6.28318,0.293298
10000000,10000000,1,1,6.28318,0.266846
10000000,10000000,1,1,6.28318,0.251373
10000000,10000000,1,1,6.28318,0.262915
10000000,10000000,1,1,6.28318,0.236187
10000000,10000000,1,1,6.28318,0.233039
10000000,10000000,1,1,6.28318,0.261444
10000000,10000000,1,1,6.28318,0.23276
10000000,10000000,1,1,6.28318,0.234912
100000000,100000000,1,1,6.28319,1.96211
100000000,100000000,1,1,6.28319,1.98946
100000000,100000000,1,1,6.28319,1.98691
100000000,100000000,1,1,6.28319,1.97883
100000000,100000000,1,1,6.28319,1.98643
100000000,100000000,1,1,6.28319,1.98277
100000000,100000000,1,1,6.28319,2.00415
100000000,100000000,1,1,6.28319,1.98193
100000000,100000000,1,1,6.28319,2.02356
100000000,100000000,1,1,6.28319,1.99105
1000000,15625,1,64,3.19068,0.07095
1000000,15625,1,64,3.19068,0.047421
1000000,15625,1,64,3.19068,0.048659
1000000,15625,1,64,3.19068,0.061453
1000000,15625,1,64,3.19068,0.049271
1000000,15625,1,64,3.19068,0.046348
1000000,15625,1,64,3.19068,0.046554
1000000,15625,1,64,3.19068,0.05071
1000000,15625,1,64,3.19068,0.046572
1000000,15625,1,64,3.19068,0.080291
10000000,156250,1,64,3.19068,0.110804
10000000,156250,1,64,3.19068,0.111437
10000000,156250,1,64,3.19068,0.110655
10000000,156250,1,64,3.19068,0.112936
10000000,156250,1,64,3.19068,0.11456
10000000,156250,1,64,3.19068,0.114161
10000000,156250,1,64,3.19068,0.141669
10000000,156250,1,64,3.19068,0.117837
10000000,156250,1,64,3.19068,0.11175
10000000,156250,1,64,3.19068,0.137092
100000000,1562500,1,64,3.19068,0.752836
100000000,1562500,1,64,3.19068,0.752133
100000000,1562500,1,64,3.19068,0.754349
100000000,1562500,1,64,3.19068,0.750476
100000000,1562500,1,64,3.19068,0.751721
100000000,1562500,1,64,3.19068,0.750945
100000000,1562500,1,64,3.19068,0.759753
100000000,1562500,1,64,3.19068,0.753376
100000000,1562500,1,64,3.19068,0.751861
100000000,1562500,1,64,3.19068,0.750094
1000000,3906,1,256,3.15373,0.047377
1000000,3906,1,256,3.15373,0.045932
1000000,3906,1,256,3.15373,0.060579
1000000,3906,1,256,3.15373,0.08271
1000000,3906,1,256,3.15373,0.04748
1000000,3906,1,256,3.15373,0.049121
1000000,3906,1,256,3.15373,0.059421
1000000,3906,1,256,3.15373,0.050159
1000000,3906,1,256,3.15373,0.046959
1000000,3906,1,256,3.15373,0.047636
10000000,39062,1,256,3.15384,0.109923
10000000,39062,1,256,3.15384,0.111333
10000000,39062,1,256,3.15384,0.109831
10000000,39062,1,256,3.15384,0.11291
10000000,39062,1,256,3.15384,0.145928
10000000,39062,1,256,3.15384,0.118943
10000000,39062,1,256,3.15384,0.111722
10000000,39062,1,256,3.15384,0.110662
10000000,39062,1,256,3.15384,0.111647
10000000,39062,1,256,3.15384,0.112478
100000000,390625,1,256,3.15386,0.738316
100000000,390625,1,256,3.15386,0.736786
100000000,390625,1,256,3.15386,0.734965
100000000,390625,1,256,3.15386,0.736191
100000000,390625,1,256,3.15386,0.735819
100000000,390625,1,256,3.15386,0.740045
100000000,390625,1,256,3.15386,0.735458
100000000,390625,1,256,3.15386,0.737294
100000000,390625,1,256,3.15386,0.742201
100000000,390625,1,256,3.15386,0.742146
1000000,976,1,1024,3.14351,0.062859
1000000,976,1,1024,3.14351,0.053742
1000000,976,1,1024,3.14351,0.046773
1000000,976,1,1024,3.14351,0.050924
1000000,976,1,1024,3.14351,0.049184
1000000,976,1,1024,3.14351,0.089004
1000000,976,1,1024,3.14351,0.050526
1000000,976,1,1024,3.14351,0.047073
1000000,976,1,1024,3.14351,0.082847
1000000,976,1,1024,3.14351,0.048723
10000000,9765,1,1024,3.14453,0.111823
10000000,9765,1,1024,3.14453,0.112691
10000000,9765,1,1024,3.14453,0.140523
10000000,9765,1,1024,3.14453,0.110024
10000000,9765,1,1024,3.14453,0.110829
10000000,9765,1,1024,3.14453,0.113616
10000000,9765,1,1024,3.14453,0.114062
10000000,9765,1,1024,3.14453,0.141659
10000000,9765,1,1024,3.14453,0.11228
10000000,9765,1,1024,3.14453,0.113264
100000000,97656,1,1024,3.14466,0.7328
100000000,97656,1,1024,3.14466,0.769352
100000000,97656,1,1024,3.14466,0.733005
100000000,97656,1,1024,3.14466,0.755409
100000000,97656,1,1024,3.14466,0.734515
100000000,97656,1,1024,3.14466,0.734503
100000000,97656,1,1024,3.14466,0.733312
100000000,97656,1,1024,3.14466,0.742667
100000000,97656,1,1024,3.14466,0.734359
100000000,97656,1,1024,3.14466,0.739651
